1	0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000474
198	00000000000000000000000000000000000000000000000000000000000000000000000000000000299
72	00000000000000000000000000000000000000000000000000000000000000000000000000000000326
260	00000000000000000000000000000000000000000000000000000000000000000000000000000000327
3	00000000000000000000000000000000000000000000000000000000000000000000000000000000474
113	0000000000000000000000000000000000000000000000000000000000000000109
13	0000000000000000000000000000000000000000000000000000000000000000266
191	0000000000000000000000000000000000000000000000000000000000000000299
26	0000000000000000000000000000000000000000000000000000000000000000474
1	00000000000000000000000000000000000000000000000000000000000000006
1	0000000000000000000000000000000000000000000000000000000000000000602
118	0000000000000000000000000000000000000000000000000000000000000000612
1	0000000000000000000000000000000000000000000000000000000000000000642
4	000000000000000000000000000000000000000000000000000000000000000065
5	000000000000000000000000000000000000000000000000000000000000000074
3	000000000000000000000000000000000000000000000000109
226	00000000000000000000000000000000000000000000000019
18	000000000000000000000000000000000000000000000000222
7	000000000000000000000000000000000000000000000000266
20473	000000000000000000000000000000000000000000000000299
133	000000000000000000000000000000000000000000000000326
244	000000000000000000000000000000000000000000000000327
66	000000000000000000000000000000000000000000000000338
13	000000000000000000000000000000000000000000000000359
168	000000000000000000000000000000000000000000000000474
1	0000000000000000000000000000000000000000000000005
10	000000000000000000000000000000000000000000000000526
289	000000000000000000000000000000000000000000000000555
2	000000000000000000000000000000000000000000000000571
5	000000000000000000000000000000000000000000000000575
54	000000000000000000000000000000000000000000000000581
3787	0000000000000000000000000000000000000000000000006
113	000000000000000000000000000000000000000000000000602
364	000000000000000000000000000000000000000000000000612
44	000000000000000000000000000000000000000000000000642
605	00000000000000000000000000000000000000000000000065
2	00000000000000000000000000000000000000000000000074
1	00000000000000000000000000000000000010000000000000000000000000000000000000000000299
1	00000000000000000000000000000000000100000000000000000000000000000000000000000000299
12	00000000000000000000000000000000001000000000000000000000000000000000000000000000299
2	0000000000000000000000000000000000100000000000000000000000000000299
2	0000000000000000000000000000000000100000000000000010000000000000299
1	0000000000000000000000000000000000100000000000000010000000000000612
1	000000000000000000000000000000000010000000000000001000000000000065
89	000000000000000000000000000000000010000000000000299
1	000000000000000000000000000000000010000000000000474
84	00000000000000000000000000000000001010000000000000000000000000000000000000000000299
1	0000000000000000000000000000000000101000000000000010100000000000602
2	000000000000000000000000000000000011000000000000612
3	00000000000000000000000000000000001100000000000065
1	00000000000000000000000000000000010000000000000000000000000000000000000000000000299
2	000000000000000000000000000000000100000000000000299
441	0000000000000000000000000000000019
232	00000000000000000000000000000000222
10106	00000000000000000000000000000000266
9224	00000000000000000000000000000000299
1	00000000000000000000000000000000333
3775	00000000000000000000000000000000338
1	00000000000000000000000000000000342
1	00000000000000000000000000000000348
397	00000000000000000000000000000000359
114	00000000000000000000000000000000474
54	000000000000000000000000000000005
743	00000000000000000000000000000000526
1	00000000000000000000000000000000532
2	00000000000000000000000000000000554
27	00000000000000000000000000000000555
38	00000000000000000000000000000000556
60	00000000000000000000000000000000578
721	00000000000000000000000000000000580
1	00000000000000000000000000000000581
4	00000000000000000000000000000000597
907	00000000000000000000000000000000598
3630	000000000000000000000000000000006
323	00000000000000000000000000000000602
11568	00000000000000000000000000000000612
75	00000000000000000000000000000000639
1502	00000000000000000000000000000000642
8787	0000000000000000000000000000000065
97	0000000000000000000000000000000068
1	00000000000000000000100000000000474
2	0000000000000000000100000000000000000000000000000000000000000000299
3	000000000000000000010000000000000001000000000000602
1	000000000000000000010000000000000001000000000000612
1	00000000000000000001000000000000299
2	00000000000000000001000000000000474
2	0000000000000000001000000000000000000000000000000000000000000000299
2	000000000000000000100000000000000000000000000000000000000000000074
39	000000000000000000100000000000000000000000000000299
2	000000000000000000100000000000000000000000000000602
4	00000000000000000010000000000000000000000000000065
1	0000000000000000001000000000000000100000000000000000000000000000109
1	000000000000000000100000000000000010000000000000299
2	000000000000000000100000000000000010000000000000334
1	000000000000000000100000000000000010000000000000555
4	000000000000000000100000000000000010000000000000612
2	000000000000000000100000000000000010000000000000642
6	00000000000000000010000000000000266
37	00000000000000000010000000000000299
9	00000000000000000010000000000000474
10	00000000000000000010000000000000526
1	00000000000000000010000000000000578
9	000000000000000000100000000000006
13	00000000000000000010000000000000602
2	00000000000000000010000000000000612
2	00000000000000000010000000000000639
126	0000000000000000001000000000000065
1	000000000000000000101000000000000010100000000000602
1	00000000000000000010100000000000001010000000000065
6	00000000000000000010100000000000299
2	00000000000000000010100000000000526
1	000000000000000000101000000000006
6	00000000000000000010100000000000602
5	0000000000000000001010000000000065
1	00000000000000000011000000000000299
1	00000000000000000011100000000000299
3	000000000000000000111000000000006
2	00000000000000000011100000000000642
1	0000000000000000001110000000000065
1	00000000000000000100000000000000391
3	00000000000000000100000000000000474
19	000000000000000001000000000000006
1	0000000000000000010000000000000065
2	00000000000000000110000000000000474
1	00000000000000001000000000000000266
1	00000000000000001000000000000000359
3	00000000000000001000000000000000526
2	0000000000000000100000000000000065
15	0000000000000000108
3822	000000000000000019
154	0000000000000000224
34737	0000000000000000299
24	0000000000000000334
9404	0000000000000000338
274	0000000000000000348
347	0000000000000000359
1598	0000000000000000474
2755	0000000000000000526
136	0000000000000000554
21	0000000000000000571
583	0000000000000000575
2904	0000000000000000578
991	0000000000000000580
6	000000000000000059
12705	00000000000000006
9	000000000000000060
285	0000000000000000602
3696	0000000000000000612
6	0000000000000000642
7438	000000000000000065
13	000010000000000000000000000000000000000000000000299
1	000010000000000000000000000000000010100000000000299
5	00001000000000000000000000000000266
1	00001000000000000000000000000000299
1	00001000000000000000100000000000612
1	00001000000000000000100000000000642
2	0000100000000000001010000000000065
24	0000100000000000299
1	0000100000000000474
6	0000100000000000526
1	00001000000000006
1	0000100000000000602
1	0000100000000000612
2	000010000000000065
16	000100000000000000000000000000000000000000000000299
1	000100000000000000000000000000000011000000000000299
7	00010000000000000000000000000000266
1	000100000000000000001000000000000000000000000000299
2	00010000000000000001000000000000266
1	000100000000000000010000000000006
1	00010000000000000001000000000000612
1	00010000000000000001000000000000642
2	0001000000000000001100000000000065
2	0001000000000000224
25	0001000000000000299
1	0001000000000000474
7	0001000000000000526
3	00010000000000006
1	0001000000000000602
1	0001000000000000612
2	000100000000000065
5	000110000000000000000000000000000000000000000000299
1	00011000000000000000000000000000266
2	00011000000000000000000000000000299
2	000110000000000000001000000000000000000000000000299
1	00011000000000000000100000000000299
1	00011000000000000001100000000000612
2	0001100000000000299
1	00011000000000006
1	001000000000000000000000000000000000000000000000000000000000000074
1	001000000000000000000000000000000000000000000000109
311	001000000000000000000000000000000000000000000000299
3	00100000000000000000000000000000000000000000000065
1	001000000000000000000000000000000010000000000000222
1	0010000000000000000000000000000000100000000000006
3	00100000000000000000000000000000001000000000000065
2	0010000000000000000000000000000019
27	00100000000000000000000000000000266
221	00100000000000000000000000000000299
4	00100000000000000000000000000000338
2	00100000000000000000000000000000359
13	001000000000000000000000000000006
6	00100000000000000000000000000000602
2	00100000000000000000000000000000639
13	0010000000000000000000000000000065
1	001000000000000000001000000000000000000000000000299
1	001000000000000000001000000000000010100000000000299
2	00100000000000000000100000000000299
3	001000000000000000010000000000000000000000000000299
1	001000000000000000010000000000000011000000000000299
