2	00100000000000000001000000000000299
4	001000000000000000100000000000000000000000000000000000000000000074
128	001000000000000000100000000000000000000000000000299
1	0010000000000000001000000000000000000000000000006
4	00100000000000000010000000000000000000000000000065
100	001000000000000000100000000000000010000000000000299
3	001000000000000000100000000000000010000000000000602
88	00100000000000000010000000000000001000000000000065
3	0010000000000000001000000000000019
3	00100000000000000010000000000000266
616	00100000000000000010000000000000299
98	00100000000000000010000000000000334
2	00100000000000000010000000000000338
3	00100000000000000010000000000000359
14	001000000000000000100000000000006
9	00100000000000000010000000000000602
323	00100000000000000010000000000000612
28	00100000000000000010000000000000642
116	0010000000000000001000000000000065
1	001000000000000000101000000000000000000000000000109
28	001000000000000019
1	0010000000000000224
376	0010000000000000299
6	0010000000000000338
2	0010000000000000348
9	0010000000000000359
33	0010000000000000474
37	0010000000000000526
1	0010000000000000554
4	0010000000000000580
110	00100000000000006
7	0010000000000000602
279	0010000000000000612
77	001000000000000065
1291	001010000000000000000000000000000000000000000000299
1108	001010000000000000000000000000000000000000000000556
1	00101000000000000000000000000000000000000000000065
2	00101000000000000000000000000000266
1108	00101000000000000000000000000000338
6	001010000000000000000000000000006
1	00101000000000000000000000000000602
3	0010100000000000000000000000000065
2	001010000000000000001000000000000000000000000000299
1	00101000000000000000100000000000299
83	001010000000000000100000000000000000000000000000299
1	00101000000000000010000000000000000000000000000065
83	00101000000000000010100000000000338
4	00101000000000000010100000000000602
1203	00101000000000000010100000000000612
2	00101000000000000010100000000000642
1	0010100000000000001010000000000065
2	001010000000000019
278	0010100000000000299
83	0010100000000000338
1	0010100000000000348
4	0010100000000000474
2	0010100000000000526
1	0010100000000000580
83	00101000000000006
84	0010100000000000602
2	0010100000000000612
252	001010000000000065
1	001100000000000000000000000000000000000000000000299
1	00110000000000000000000000000000000000000000000065
1	001100000000000000010000000000000000000000000000299
1	001100000000000000010000000000000001000000000000334
1	00110000000000000001000000000000000100000000000065
5	00110000000000000001000000000000299
5	0011000000000000000100000000000065
1	00110000000000000001100000000000334
6	00110000000000000001100000000000338
4	0011000000000000000110000000000065
1	00110000000000000010000000000000000000000000000065
1	00110000000000000011000000000000612
1	00110000000000000011000000000000642
2	001100000000000019
2	0011000000000000299
1	0011000000000000348
1	0011000000000000580
1	0011000000000000602
2	0011000000000000612
2	001100000000000065
5	001110000000000000000000000000000000000000000000299
3	0011100000000000000000000000000065
3	00111000000000000011100000000000612
4	00111000000000000011100000000000642
3	0011100000000000224
5	0011100000000000299
3	0011100000000000359
1	0011100000000000575
1	0011100000000000578
1	00111000000000006
4	001110000000000065
10	010000000000000000000000000000000000000000000000299
4	01000000000000000000000000000000266
2	01000000000000000000000000000000299
1	010000000000000000000000000000006
9	01000000000000000000000000000000642
8	0100000000000000000000000000000065
1	010000000000000000001000000000000000000000000000299
1	01000000000000000010000000000000391
2	01000000000000000100000000000000266
1	01000000000000000100000000000000359
2	01000000000000000100000000000000391
2	01000000000000000100000000000000532
1	01000000000000000100000000000000580
1	01000000000000000100000000000000602
7	01000000000000000100000000000000612
19	01000000000000000100000000000000642
2	010000000000000019
20	0100000000000000224
28	0100000000000000299
1	0100000000000000348
18	0100000000000000359
3	0100000000000000453
8	0100000000000000526
1	0100000000000000580
5	01000000000000006
3	0100000000000000602
4	0100000000000000612
1	010000000000000065
1	011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000391
1	01100000000000000010000000000000580
1	01100000000000000110000000000000532
2	01100000000000000110000000000000612
2	0110000000000000453
2	0110000000000000526
14	100000000000000000000000000000000000000000000000299
1	1000000000000000000000000000000000000000000000006
5	10000000000000000000000000000000266
2	10000000000000000000000000000000299
1	10000000000000000000000000000000602
5	1000000000000000000000000000000065
5	10000000000000001000000000000000612
19	1000000000000000299
3	1000000000000000474
3	1000000000000000526
2	100000000000000065
119	109
1	224
913	299
3	30
142	43
1	474
42	526
1	539
79	639
9	65
14	74
8	79
