6	000000000000000000000000000000000000000000000000000000000000000000000000359
4	000000000000000000000000000000000000000000000000000000000000000000000000474
50	00000000000000000000000000000000000000000000000000000000000000000000000065
710	0000000000000000000000000000000000000000000000000000000000000000224
1198	0000000000000000000000000000000000000000000000000000000000000000299
14	0000000000000000000000000000000000000000000000000000000000000000328
15	0000000000000000000000000000000000000000000000000000000000000000474
40	00000000000000000000000000000000000000000000000000000000000000006
3	0000000000000000000000000000000000000000000000000000000000000000602
687	000000000000000000000000000000000000000000000000000000000000000065
2	00000000000000000000000000000000000000000000000000000000000000010000000000000000299
3	00000000000000000000000000000000000000000000000000000000000000100000000000000000299
3	0000000000000000000000000000000000000000000000000000000000000010299
2	00000000000000000000000000000000000000000000000000000000000001000000000000000000299
4	00000000000000000000000000000000000000000000000000000000000010000000000000000000299
1	0000000000000000000000000000000000000000000000000000000000001101299
113	00000000000000000000000000000000000000000000000000000000109
22	00000000000000000000000000000000000000000000000000000000266
527	00000000000000000000000000000000000000000000000000000000299
2	00000000000000000000000000000000000000000000000000000000474
1	000000000000000000000000000000000000000000000000000000006
483	00000000000000000000000000000000000000000000000000000000612
2	0000000000000000000000000000000000000000000000000000000065
460	0000000000000000000000000000000000000000000000000000000074
6	000000000000000000000000000000000000000000000000000000010000000000000000299
3	000000000000000000000000000000000000000000000000000000100000000000000000299
7	000000000000000000000000000000000000000000000000000001000000000000000000299
1	000000000000000000000000000000000000000000000000109
227	00000000000000000000000000000000000000000000000019
1336	000000000000000000000000000000000000000000000000222
2	000000000000000000000000000000000000000000000000266
2775	000000000000000000000000000000000000000000000000299
1	000000000000000000000000000000000000000000000000338
1	000000000000000000000000000000000000000000000000359
165	000000000000000000000000000000000000000000000000474
1	0000000000000000000000000000000000000000000000005
109	000000000000000000000000000000000000000000000000526
3786	0000000000000000000000000000000000000000000000006
114	000000000000000000000000000000000000000000000000602
548	000000000000000000000000000000000000000000000000612
1	000000000000000000000000000000000000000000000000642
711	00000000000000000000000000000000000000000000000065
102	0000000000000000000000000000000000000000000000010000000000000000299
124	000000000000000000000000000000000000000000000001000000010000000100000001299
1	00000000000000000000000000000000000000000000000100000001612
87	0000000000000000000000000000000000000000000000100000000000000000299
15	00000000000000000000000000000000000000000000001000000000266
132	000000000000000000000000000000000000000000000010000000100000001000000010299
4	000000000000000000000000000000000000000000000010299
24	0000000000000000000000000000000000000000000000110000000000000000299
7	000000000000000000000000000000000000000000000011000000110000001100000011299
17	000000000000000000000000000000000000000000000011299
102	0000000000000000000000000000000000000000000001000000000000000000299
12	00000000000000000000000000000000000000000000010000000000266
200	000000000000000000000000000000000000000000000100000001000000010000000100299
2	00000000000000000000000000000000000000000000010000000100612
1	000000000000000000000000000000000000000000000100299
183	0000000000000000000000000000000000000000000001010000000000000000299
82	000000000000000000000000000000000000000000000101000001010000010100000101299
72	00000000000000000000000000000000000000000000010100000101612
2	000000000000000000000000000000000000000000000101299
9	000000000000000000000000000000000000000000000101338
3	00000000000000000000000000000000000000000000010165
47	0000000000000000000000000000000000000000000001100000000000000000299
39	000000000000000000000000000000000000000000000110000001100000011000000110299
1	000000000000000000000000000000000000000000000110299
1363	0000000000000000000000000000000000000000000001110000000000000000299
87	000000000000000000000000000000000000000000000111000001110000011100000111299
4	00000000000000000000000000000000000000000000011100000111612
76	000000000000000000000000000000000000000000000111299
991	000000000000000000000000000000000000000000000111338
6	00000000000000000000000000000000000000000000011165
91	0000000000000000000000000000000000000000000010000000000000000000299
115	000000000000000000000000000000000000000000001000000010000000100000001000299
2	000000000000000000000000000000000000000000001000299
1	00000000000000000000000000000000000000000000100065
38	0000000000000000000000000000000000000000000010010000000000000000299
37	000000000000000000000000000000000000000000001001000010010000100100001001299
9	0000000000000000000000000000000000000000000010100000000000000000299
9	000000000000000000000000000000000000000000001010000010100000101000001010299
1	000000000000000000000000000000000000000000001010299
6	0000000000000000000000000000000000000000000010110000000000000000299
9	000000000000000000000000000000000000000000001011299
26	0000000000000000000000000000000000000000000011000000000000000000299
12	000000000000000000000000000000000000000000001100000011000000110000001100299
37	0000000000000000000000000000000000000000000011010000000000000000299
1	000000000000000000000000000000000000000000001101000011010000110100001101299
18	000000000000000000000000000000000000000000001101299
1	000000000000000000000000000000000000000000001101338
20	00000000000000000000000000000000000000000000110165
308	0000000000000000000000000000000000000000000011110000000000000000299
4	00000000000000000000000000000000000000000000111100000000266
274	000000000000000000000000000000000000000000001111000011110000111100001111299
275	00000000000000000000000000000000000000000000111100001111612
839	000000000000000000000000000000000000000000001111299
122	000000000000000000000000000000000000000000001111338
10	000000000000000000000000000000000000000019
2531	0000000000000000000000000000000000000000222
17217	0000000000000000000000000000000000000000299
72	0000000000000000000000000000000000000000326
95	0000000000000000000000000000000000000000338
1	0000000000000000000000000000000000000000348
102	0000000000000000000000000000000000000000359
4951	0000000000000000000000000000000000000000474
12	0000000000000000000000000000000000000000526
2	0000000000000000000000000000000000000000554
27	0000000000000000000000000000000000000000555
3602	00000000000000000000000000000000000000006
1881	0000000000000000000000000000000000000000602
21	0000000000000000000000000000000000000000612
4	0000000000000000000000000000000000000000642
6292	000000000000000000000000000000000000000065
176	00000000000000000000000000000000000000010000000000000000299
5	0000000000000000000000000000000000000001000000000000000074
2	0000000000000000000000000000000000000001000000000000000174
3	000000000000000000000000000000000000000100000000299
140	0000000000000000000000000000000000000001000000010000000100000001299
102	0000000000000000000000000000000000000001299
88	0000000000000000000000000000000000000001602
3	0000000000000000000000000000000000000010000000000000000000000000000000000000000065
168	00000000000000000000000000000000000000100000000000000000299
6	0000000000000000000000000000000000000010000000000000000074
3	0000000000000000000000000000000000000010000000000000001074
124	0000000000000000000000000000000000000010000000100000001000000010299
1	0000000000000000000000000000000000000010000000100000001000000010474
1	000000000000000000000000000000000000001000000010299
1	000000000000000000000000000000000000001000000010612
3	00000000000000000000000000000000000000100000001065
66	0000000000000000000000000000000000000010299
3	00000000000000000000000000000000000000106
33	0000000000000000000000000000000000000010602
2	00000000000000000000000000000000000000110000000000000000299
24	0000000000000000000000000000000000000011000000110000001100000011299
17	000000000000000000000000000000000000001100000011612
31	0000000000000000000000000000000000000100000000000000000000000000000000000000000065
187	00000000000000000000000000000000000001000000000000000000299
72	0000000000000000000000000000000000000100000000000000000074
59	0000000000000000000000000000000000000100000000000000010074
18	00000000000000000000000000000000000001000000000065
169	0000000000000000000000000000000000000100000001000000010000000100299
6	0000000000000000000000000000000000000100000001000000010000000100474
18	000000000000000000000000000000000000010000000100299
1	000000000000000000000000000000000000010000000111299
891	0000000000000000000000000000000000000100299
274	0000000000000000000000000000000000000100602
4	000000000000000000000000000000000000010065
34	00000000000000000000000000000000000001010000000000000000299
9	0000000000000000000000000000000000000101000000000000000074
34	0000000000000000000000000000000000000101000001010000010100000101299
1	0000000000000000000000000000000000000101000001010000010100000101474
2	000000000000000000000000000000000000010100000101612
1	00000000000000000000000000000000000001010000010165
1	000000000000000000000000000000000000010119
15	0000000000000000000000000000000000000101299
11	0000000000000000000000000000000000000101602
25	000000000000000000000000000000000000010165
47	0000000000000000000000000000000000000110000001100000011000000110299
1	000000000000000000000000000000000000011000000110612
2	00000000000000000000000000000000000001110000000000000000299
30	000000000000000000000000000000000000011100000111000001110000011100000000328
197	0000000000000000000000000000000000000111000001110000011100000111299
1	0000000000000000000000000000000000000111000001110000011100000111474
1	000000000000000000000000000000000000011100000111299
73	000000000000000000000000000000000000011100000111612
6	0000000000000000000000000000000000000111299
50	0000000000000000000000000000000000000111338
1	0000000000000000000000000000000000000111602
3	000000000000000000000000000000000000011165
157	00000000000000000000000000000000000010000000000000000000299
6	0000000000000000000000000000000000001000000000000000000074
2	0000000000000000000000000000000000001000000000000000100074
136	0000000000000000000000000000000000001000000010000000100000001000299
1	000000000000000000000000000000000000100000001000299
1	000000000000000000000000000000000000100000001000612
1	000000000000000000000000000000000000100019
42	0000000000000000000000000000000000001000299
1	0000000000000000000000000000000000001000578
1	00000000000000000000000000000000000010006
19	0000000000000000000000000000000000001000602
1	000000000000000000000000000000000000100065
38	0000000000000000000000000000000000001001000010010000100100001001299
6	00000000000000000000000000000000000010100000000000000000299
9	0000000000000000000000000000000000001010000010100000101000001010299
1	000000000000000000000000000000000000101000001010612
9	000000000000000000000000000000000000101100001011612
1	00000000000000000000000000000000000011000000000000000000299
26	0000000000000000000000000000000000001100000011000000110000001100299
3	00000000000000000000000000000000000011010000000000000000299
1	0000000000000000000000000000000000001101000011010000110100001101299
1	00000000000000000000000000000000000011010000110165
1	00000000000000000000000000000000000011016
60	0000000000000000000000000000000000001111000000000000000000000000000000000000000065
55	00000000000000000000000000000000000011110000000000000000299
37	0000000000000000000000000000000000001111000000000000000074
125	0000000000000000000000000000000000001111000000000000111174
32	00000000000000000000000000000000000011110000000065
10	000000000000000000000000000000000000111100001111000011110000111100000000328
144	0000000000000000000000000000000000001111000011110000111100001111299
217	000000000000000000000000000000000000111100001111299
651	000000000000000000000000000000000000111100001111612
3087	0000000000000000000000000000000000001111299
3	0000000000000000000000000000000000001111578
1	00000000000000000000000000000000000011116
567	0000000000000000000000000000000000001111602
50	0000000000000000000000000000000000001111612
27	000000000000000000000000000000000000111165
1	0000000000000000000000000000000001100000299
2	000000000000000000000000000000000110000065
323	00000000000000000000000000000000108
2	0000000000000000000000000000000019
1046	00000000000000000000000000000000224
5	00000000000000000000000000000000266
73176	00000000000000000000000000000000299
10	00000000000000000000000000000000348
5177	00000000000000000000000000000000474
20	00000000000000000000000000000000526
1170	000000000000000000000000000000006
2	0000000000000000000000000000000060
8	00000000000000000000000000000000602
112	00000000000000000000000000000000612
1	00000000000000000000000000000000642
10519	0000000000000000000000000000000065
2	000000000000000000000000109
55	000000000000000000000000266
59656	000000000000000000000000299
129	000000000000000000000000326
50	000000000000000000000000327
22	000000000000000000000000328
253	000000000000000000000000334
204	000000000000000000000000338
1	000000000000000000000000526
284	000000000000000000000000555
2	000000000000000000000000571
195	000000000000000000000000575
54	000000000000000000000000581
51	0000000000000000000000006
3	000000000000000000000000612
39	000000000000000000000000642
347	00000000000000000000000065
3	00000000000000000000000074
76	000000000000000000000001000000010000000100000001299
31	0000000000000000000000100000000000000000299
57	000000000000000000000010000000100000001000000010299
64	0000000000000000000001000000000000000000299
81	000000000000000000000100000001000000010000000100299
36	00000000000000000000010065
37	0000000000000000000001010000000000000000299
47	000000000000000000000101000001010000010100000101299
37	000000000000000000000110000001100000011000000110299
589	000000000000000000000111000001110000011100000111299
34	000000000000000000001000000010000000100000001000299
3	000000000000000000001001000010010000100100001001299
6	000000000000000000001010000010100000101000001010299
10	000000000000000000001100000011000000110000001100299
58	000000000000000000001101000011010000110100001101299
3	000000000000000000001110000011100000111000001110299
390	0000000000000000000011110000000000000000299
925	000000000000000000001111000011110000111100001111299
334	00000000000000000000111165
2	000000000000000001100000011000000110000001100000299
1	0000000000000000011000000110000001100000011000006
446	000000000000000019
309	0000000000000000222
19928	0000000000000000266
17791	0000000000000000299
3697	0000000000000000334
4724	0000000000000000338
25	0000000000000000342
620	0000000000000000359
54	00000000000000005
6694	0000000000000000526
90	0000000000000000532
16	0000000000000000556
275	0000000000000000578
781	0000000000000000580
4	0000000000000000597
715	0000000000000000598
3463	00000000000000006
900	0000000000000000602
24618	0000000000000000612
66	0000000000000000639
2230	0000000000000000642
7323	000000000000000065
97	000000000000000068
98	00000000000000010000000000000000299
97	000000000000000100000000299
104	0000000000000001000000010000000100000001299
121	0000000000000001000000010000000100000001474
96	000000000000000100000001000000010000000165
7	00000000000000010000000100000001299
2	0000000000000001299
1	0000000000000001359
171	0000000000000001526
41	00000000000000100000000000000000299
80	000000000000001000000000299
3	000000000000001000000001299
15	000000000000001000000010000000100000001000000000526
38	0000000000000010000000100000001000000010222
111	0000000000000010000000100000001000000010299
84	0000000000000010000000100000001000000010474
3	0000000000000010000000100000001000000010602
80	000000000000001000000010000000100000001065
19	00000000000000100000001000000010299
3	000000000000001000000100299
1	000000000000001019
9	0000000000000010266
11	0000000000000010299
1	0000000000000010338
7	0000000000000010359
48	0000000000000010526
3	0000000000000010578
2	0000000000000010580
3	0000000000000010602
1	0000000000000010612
9	000000000000001065
8	000000000000001100000000299
44	0000000000000011000000110000001100000011299
24	000000000000001100000011000000110000001165
17	0000000000000011299
2	0000000000000011359
5	0000000000000011526
7	000000000000001165
124	00000000000001000000000000000000299
584	000000000000010000000000299
12	000000000000010000000100000001000000010000000000526
1636	0000000000000100000001000000010000000100000001000000000065
1	0000000000000100000001000000010000000100000001000000000165
34	0000000000000100000001000000010000000100000001000000001065
1	0000000000000100000001000000010000000100000001000000001165
2	0000000000000100000001000000010000000100000001000000010065
3	0000000000000100000001000000010000000100000001000000010165
1	0000000000000100000001000000010000000100000001000000011065
3	0000000000000100000001000000010000000100000001000000011165
1	0000000000000100000001000000010000000100000001000000100065
1	0000000000000100000001000000010000000100000001000000101165
2	0000000000000100000001000000010000000100000001000000110065
8	0000000000000100000001000000010000000100000001000000111165
302	0000000000000100000001000000010000000100299
148	0000000000000100000001000000010000000100474
175	000000000000010000000100000001000000010065
18	00000000000001000000010000000100299
35	0000000000000100266
8	0000000000000100299
31	0000000000000100359
152	0000000000000100526
1	0000000000000100578
1	0000000000000100580
1	00000000000001006
2	000000000000010065
36	00000000000001010000000000000000299
721	000000000000010100000000299
3	000000000000010100000101000001010000010100000000602
3	000000000000010100000101000001010000010100000101602
59	0000000000000101000001010000010100000101299
11	0000000000000101000001010000010100000101474
3	000000000000010100000101000001010000010165
28	000000000000010119
26	0000000000000101266
27	0000000000000101299
28	0000000000000101338
55	0000000000000101526
2	00000000000001016
1	0000000000000101602
26	0000000000000101612
2	000000000000010165
276	000000000000011000000000299
9	0000000000000110000001100000011000000110000001000000011165
12	0000000000000110000001100000011000000110000001000000111165
94	0000000000000110000001100000011000000110299
47	000000000000011000000110000001100000011065
1	0000000000000110299
6	000000000000011065
18	000000000000011100000000299
1410	000000000000011100000111000001110000011100000000222
115	0000000000000111000001110000011100000111222
4	0000000000000111000001110000011100000111299
32	0000000000000111000001110000011100000111474
2	000000000000011100000111000001110000011165
3	000000000000011119
3	0000000000000111266
77	0000000000000111299
3	0000000000000111338
2053	0000000000000111526
1	00000000000001116
3	0000000000000111612
32	000000000000011165
35	00000000000010000000000000000000299
90	000000000000100000000000299
1	00000000000010000000100000001000000010000000100065
103	0000000000001000000010000000100000001000299
29	0000000000001000000010000000100000001000474
79	000000000000100000001000000010000000100065
22	00000000000010000000100000001000299
1	000000000000100000001000359
1	000000000000100000001000612
1	0000000000001000266
30	0000000000001000299
1	0000000000001000359
693	0000000000001000526
1	00000000000010006
43	000000000000100065
18	000000000000100100000000299
75	0000000000001001000010010000100100001001299
38	000000000000100100001001000010010000100165
1	0000000000001001526
3	000000000000100165
6	000000000000101000000000299
6	0000000000001010000010100000101000001010299
3	000000000000101000001010000010100000101065
1	0000000000001010299
6	0000000000001010526
3	000000000000101065
9	0000000000001011299
5	000000000000101165
262	000000000000110000000000299
50	0000000000001100000011000000110000001100299
26	000000000000110000001100000011000000110065
2	0000000000001100526
22	000000000000110065
4	000000000000110100000000299
3	000000000000110100001101000011010000110100000000222
1	0000000000001101000011010000110100001101299
3	0000000000001101000011010000110100001101602
1	000000000000110100001101000011010000110165
1	0000000000001101266
30	0000000000001101526
1	0000000000001101602
1	0000000000001101612
5	000000000000110165
62	00000000000011110000000000000000299
472	000000000000111100000000299
30	000000000000111100001111000011110000111100000000222
4	000000000000111100001111000011110000111100000000526
2	00000000000011110000111100001111000011110000111165
635	0000000000001111000011110000111100001111299
345	0000000000001111000011110000111100001111474
1	000000000000111100001111359
63	0000000000001111266
651	0000000000001111299
63	0000000000001111359
1079	0000000000001111526
1	00000000000011116
13	0000000000001111612
773	000000000000111165
16	000000000001000065
2	0000000001100000011000000110000001100000299
2	0000000001100000266
1	0000000001100000299
3	00000000011000006
1	0000000001100000602
1	0000000001100000639
1	0000000001100000642
2	000000001000000010000000100000001000000065
343	00000000108
5008	0000000019
1379	00000000224
21668	00000000299
186	00000000334
18408	00000000338
409	00000000348
683	00000000359
22388	00000000526
278	00000000554
91	00000000562
321	00000000567
183	00000000571
1822	00000000575
3451	00000000578
2544	00000000580
17789	000000006
1185	00000000602
4189	00000000612
3	00000000642
21069	0000000065
1	00000001000000000000000000000000000000000000000065
58	0000000100000000000000000000000000000000222
6	000000010000000000000000000000000000000065
1267	000000010000000000000000299
10	000000010000000000000111299
39	000000010000000000001111299
128	0000000100000000266
203	0000000100000000299
1	0000000100000000338
6	00000001000000006
23	000000010000000100000000299
10	0000000100000001000000010000000100000000000000000000000074
9	000000010000000100000001000000010000000000000000299
13	0000000100000001000000010000000100000000299
17	0000000100000001000000010000000100000001000000000000000074
1	000000010000000100000001000000010000000100000000299
1	000000010000000100000001000000010000000100000101299
1	000000010000000100000001000000010000000100000111299
2	000000010000000100000001000000010000000100001111299
21	0000000100000001000000010000000100000001108
143	0000000100000001000000010000000100000001224
66	0000000100000001000000010000000100000001299
54	000000010000000100000001000000010000000165
14	0000000100000001000000010000000100000010299
7	000000010000000100000001000000010000001065
9	0000000100000001000000010000000100000011108
1	0000000100000001000000010000000100000011224
9	000000010000000100000001000000010000001165
16	0000000100000001000000010000000100000100000000000000010074
36	0000000100000001000000010000000100000101108
66	0000000100000001000000010000000100000101299
79	000000010000000100000001000000010000010165
2	0000000100000001000000010000000100000111108
2	000000010000000100000001000000010000011165
5	0000000100000001000000010000000100001001108
1	0000000100000001000000010000000100001001224
5	000000010000000100000001000000010000100165
6	0000000100000001000000010000000100001010299
6	000000010000000100000001000000010000101065
1	0000000100000001000000010000000100001101108
1	0000000100000001000000010000000100001101224
4	0000000100000001000000010000000100001101299
3	000000010000000100000001000000010000110165
45	0000000100000001000000010000000100001111000000000000111174
74	0000000100000001000000010000000100001111108
24	0000000100000001000000010000000100001111224
54	0000000100000001000000010000000100001111299
95	000000010000000100000001000000010000111165
3395	00000001000000010000000100000001299
122	00000001000000010000000100000001474
259	0000000100000001000000010000000165
2	000000010000000100000011299
2	000000010000000100000101108
3	000000010000000100000101224
5	000000010000000100000101334
4	00000001000000010000011065
1	000000010000000100000111299
8	00000001000000010000110165
42	000000010000000100001111299
6	00000001000000010000111165
6	0000000100000001266
14	0000000100000001338
212	0000000100000001612
2	0000000100000001642
6	000000010000000165
11	000000010000001000000000299
2	000000010000001065
1	000000010000001100000000299
4	0000000100000011299
5	000000010000001165
83	000000010000010000000000299
2	000000010000010000000111299
1	000000010000010000001111299
8	000000010000010100000000299
1	000000010000010100000001299
2	000000010000010100000011299
2	000000010000011000000000299
1	000000010000011100000000299
3	0000000100000111000001110000011100000111222
24	000000010000011165
27	000000010000100000000000299
3	000000010000100100000000299
3	000000010000100165
1	000000010000110000000000299
51	000000010000111100000000299
10	000000010000111100001111299
174	000000010000111165
7	0000000119
300	00000001299
1	00000001338
7	00000001348
217	00000001526
1	00000001571
1	00000001578
1	00000001580
132	000000016
103	00000001602
104	00000001612
15	0000000165
1	00000010000000000000000000000000000000000000000065
8	0000001000000000000000000000000000000000222
3	00000010000000000000000000000000000000006
3	0000001000000000000000000000000000000000602
1	000000100000000000000000000000000000000065
1045	000000100000000000000000299
1	000000100000000000000000338
10	000000100000000000000011299
6	000000100000000000000111299
30	000000100000000000001111299
137	0000001000000000266
119	0000001000000000299
20	0000001000000000338
1	0000001000000000342
2	0000001000000000359
4	0000001000000000580
14	00000010000000006
12	000000100000000065
24	000000100000000100000000299
3	000000100000000100001111299
1	00000010000000100000000000000000299
2	000000100000001000000000299
12	000000100000001000000000338
9	000000100000001000000000556
8	0000001000000010000000100000001000000000000000000000000074
63	000000100000001000000010000000100000000000000000299
23	0000001000000010000000100000001000000000299
3	00000010000000100000001000000010000000006
8	0000001000000010000000100000001000000001000000000000000074
1	0000001000000010000000100000001000000001000000000000000174
1	0000001000000010000000100000001000000001299
6	0000001000000010000000100000001000000010000000000000000074
1	0000001000000010000000100000001000000010000000000000001074
4	0000001000000010000000100000001000000010299
2	000000100000001000000010000000100000001065
2	0000001000000010000000100000001000000011299
4	0000001000000010000000100000001000000100000000000000000074
4	0000001000000010000000100000001000000100000000000000010074
38	0000001000000010000000100000001000000100299
19	000000100000001000000010000000100000010065
17	0000001000000010000000100000001000000101299
17	000000100000001000000010000000100000010165
6	0000001000000010000000100000001000001010108
6	000000100000001000000010000000100000101065
1	0000001000000010000000100000001000001111000000000000111174
2	00000010000000100000001000000010000011110000111165
4	0000001000000010000000100000001000001111108
3	0000001000000010000000100000001000001111224
64	0000001000000010000000100000001000001111299
45	000000100000001000000010000000100000111165
1914	00000010000000100000001000000010299
96	00000010000000100000001000000010474
225	0000001000000010000000100000001065
3	000000100000001000000011299
8	00000010000000100000011065
3	000000100000001000000111299
4	00000010000000100000011165
12	00000010000000100000110165
11	000000100000001000001111299
12	00000010000000100000111165
5	0000001000000010222
20	0000001000000010266
29	0000001000000010338
1	0000001000000010359
1	00000010000000106
4	0000001000000010602
197	0000001000000010612
54	0000001000000010642
13	000000100000001065
4	000000100000001100000000299
13	0000001000000011299
13	000000100000001165
41	000000100000010000000000299
1	000000100000010000000010299
2	000000100000010000000111299
1	000000100000010000001111299
11	000000100000010100000000299
1	000000100000010100000111299
2	000000100000010100001111299
2	00000010000001100000011065
2	00000010000001100000110165
43	0000001000000110338
5	000000100000011100000000299
7	0000001000000111299
11	0000001000000111338
13	000000100000011165
14	000000100000100000000000299
3	000000100000100000000001299
6	000000100000101065
1	000000100000101165
2	000000100000111100000000299
21	000000100000111100001111299
150	000000100000111165
23	0000001019
3	00000010224
234	00000010299
8	00000010338
16	00000010348
3	00000010359
135	00000010526
9	00000010571
8	00000010578
15	00000010580
138	000000106
93	00000010602
93	00000010612
59	0000001065
7	00000011000000000000000000000000000000000000000065
10	00000011000000000000000000000000000000000000010065
1	0000001100000000000000000000000000000000222
319	000000110000000000000000299
5	000000110000000000001111299
71	0000001100000000266
44	0000001100000000299
6	00000011000000006
5	000000110000000100000000299
17	000000110000000100001111299
9	000000110000001000000000299
2	0000001100000010266
2	000000110000001100000000299
8	000000110000001100000011000000110000000000000000299
10	0000001100000011000000110000001100000000299
1	000000110000001100000011000000110000000100000011299
112	0000001100000011000000110000001100000001299
1	0000001100000011000000110000001100000010224
59	0000001100000011000000110000001100000010299
9	000000110000001100000011000000110000001065
23	0000001100000011000000110000001100000011299
10	000000110000001100000011000000110000010000000000299
3	000000110000001100000011000000110000010000000111299
15	0000001100000011000000110000001100000100299
1	000000110000001100000011000000110000010100000011299
2	0000001100000011000000110000001100000110299
36	0000001100000011000000110000001100000111299
2	000000110000001100000011000000110000100000001011299
6	0000001100000011000000110000001100001000299
20	0000001100000011000000110000001100001001299
8	0000001100000011000000110000001100001010299
10	0000001100000011000000110000001100001011299
18	0000001100000011000000110000001100001100299
42	0000001100000011000000110000001100001111299
2	000000110000001100000011000000110000111165
310	00000011000000110000001100000011299
22	0000001100000011000000110000001165
34	0000001100000011612
29	0000001100000011642
2	0000001100000100000001000000010000000100000001000000011165
4	0000001100000100000001000000010000000100000001000000111165
1	00000011000001000000010000000100000001006
1	00000011000001006
2	000000110000111100001111299
1	0000001100001111299
48	000000110000111165
10	00000011011000000110000001100000011000000000000065
2	00000011011000000110000001100000011000000000000165
3	00000011011000000110000001100000011000000000001065
2	00000011011000000110000001100000011000000000010165
34	0000001119
109	00000011299
2	00000011338
17	00000011348
2	00000011571
2	00000011578
24	00000011580
1	000000116
48	00000011602
90	00000011612
34	0000001165
245	0000010000000000000000000000000000000000222
61	00000100000000000000000000000000000000006
93	000001000000000000000000000000000000000065
4581	000001000000000000000000299
45	000001000000000000001111299
2359	0000010000000000266
422	0000010000000000299
2	0000010000000000338
2	0000010000000000359
1	0000010000000000580
12	00000100000000006
1	0000010000000000602
1	000001000000000065
24	000001000000000100000000299
1	000001000000000100000101299
1	000001000000000100001111299
45	000001000000001000000000299
4	0000010000000010000000100000001000000010222
1	000001000000001000000010299
1	000001000000001000000111299
2	000001000000001000001111299
35	0000010000000010266
2	0000010000000010299
5	000001000000001100000000299
27	000001000000010000000000299
2	000001000000010000000000338
100	0000010000000100000001000000010000000000000000000000000074
57	000001000000010000000100000001000000000000000000299
54	0000010000000100000001000000010000000000299
12	000001000000010000000100000001000000000065
19	0000010000000100000001000000010000000001000000000000000074
4	0000010000000100000001000000010000000010000000000000000074
3	0000010000000100000001000000010000000010000000000000001074
19	0000010000000100000001000000010000000100000000000000000074
73	0000010000000100000001000000010000000100000000000000010074
22	000001000000010000000100000001000000010000000000299
6	00000100000001000000010000000100000001000000000065
2	000001000000010000000100000001000000010000000010299
1	00000100000001000000010000000100000001000000001065
1	000001000000010000000100000001000000010000001111299
1713	0000010000000100000001000000010000000100224
780	0000010000000100000001000000010000000100299
90	00000100000001000000010000000100000001006
80	000001000000010000000100000001000000010065
18	0000010000000100000001000000010000000101108
35	0000010000000100000001000000010000000101299
37	000001000000010000000100000001000000010165
37	0000010000000100000001000000010000000110108
37	0000010000000100000001000000010000000110299
40	000001000000010000000100000001000000011065
5	0000010000000100000001000000010000000111108
8	0000010000000100000001000000010000000111299
5	000001000000010000000100000001000000011165
5	0000010000000100000001000000010000001000000000000000000074
2	0000010000000100000001000000010000001000299
1	000001000000010000000100000001000000100065
2	0000010000000100000001000000010000001010299
1	000001000000010000000100000001000000101065
10	0000010000000100000001000000010000001100108
10	0000010000000100000001000000010000001100299
10	000001000000010000000100000001000000110065
