1966	00000000000000000000000000000000474
23	00000000000000000000000000000000526
4	0000000000000000000000000000000059
1275	000000000000000000000000000000006
8	00000000000000000000000000000000602
109	00000000000000000000000000000000612
1	00000000000000000000000000000000642
1105546	0000000000000000000000000000000065
2	000000000000000000000000109
107	000000000000000000000000221
5	000000000000000000000000266
7991378	000000000000000000000000299
125	000000000000000000000000326
178	000000000000000000000000327
116	000000000000000000000000338
1	000000000000000000000000526
283	000000000000000000000000555
2	000000000000000000000000571
5	000000000000000000000000575
54	000000000000000000000000581
135	0000000000000000000000006
3	000000000000000000000000612
43	000000000000000000000000642
195	00000000000000000000000065
1	00000000000000000000000074
2	0000000000000000100000000000000000000000299
2	000000000000000010000000100000001000000010000000299
419	000000000000000019
219	0000000000000000222
1291835	0000000000000000266
4537	0000000000000000299
1	0000000000000000334
1275350	0000000000000000338
1	0000000000000000342
405	0000000000000000359
54	00000000000000005
690	0000000000000000526
3	0000000000000000532
16	0000000000000000556
286219	0000000000000000578
728	0000000000000000580
4	0000000000000000597
843	0000000000000000598
2469	00000000000000006
463	0000000000000000602
11408	0000000000000000612
76	0000000000000000639
985415	0000000000000000642
5612	000000000000000065
97	000000000000000068
1	0000000000010000000100000001000000010000299
10	00000000001100006
2	0000000010000000100000001000000010000000299
6	0000000010000000266
1	0000000010000000299
15	0000000010000000526
1	0000000010000000578
2	00000000100000006
1	0000000010000000602
1	0000000010000000639
1	000000001000000065
819878	0000000019
256	00000000224
1648217	00000000299
67	00000000334
1513834	00000000338
332	00000000348
353	00000000359
107	0000000040
2798	00000000526
286416	00000000554
18	00000000571
559	00000000575
985932	00000000578
958	00000000580
27194	000000006
5	0000000060
21172	00000000602
3656	00000000612
4	00000000642
25592	0000000065
4	000100000000000000000000299
1	0001000000000000266
2	0001000000000000299
1	000100000001000000010000000100000001000065
9	00010000000100000001000000010000299
1	0001000000010000642
2	00010000526
1	001000000001000000000000299
9	0010000000100000001000000010000000000000299
7	0010000000100000612
1	0010000001000000010000000100000000000000299
1	00100000334
8	0010000065
77	001100000000000000000000299
38	001100000000000000000000338
1	00110000000000000000000065
38	0011000000000000338
1	001100000011000000000000299
9	0011000000110000001100000011000000000000299
1	0011000000110000001100000011000000010000299
2	001100000011000000110000001100000001000065
4	00110000001100000011000000110000299
78	0011000000110000612
9	0011000000110000642
9	00110000224
9	00110000359
3	00110000526
7	010000000000000000000000299
48	010000000000000065
1	010000000100000000000000299
1	0100000001000000010000000100000000000000299
47	01000000010000000100000001000000224
102	01000000010000000100000001000000299
1	0100000001000000612
46	01000000334
1	01000000526
48	0100000065
1	0110000001100000612
1	0110000065
1	10000000000000000000000000000000000000000000000065
1	100000000000000000000000000000000000000019
1	10000000000000000000000000000000000000006
2	1000000000000000000000000000000000000000602
31	100000000000000000000000299
1	100000000000000019
3	1000000000000000266
1	1000000000000000359
1	10000000000000006
1	1000000000000000639
2	100000000000000065
1	1000000010000000000000000000000000000000000000006
1	100000001000000000000000299
1	1000000010000000100000001000000000000000100000006
3	1000000010000000100000001000000000000000299
1	1000000010000000100000001000000010000000602
1	100000001000000010000000100000001000000065
2	10000000100000001000000010000000108
29	10000000100000001000000010000000299
19	10000000100000001000000010000000474
4	1000000010000000100000001000000065
1	10000000100000006
7	1000000010000000612
2	1000000010000000642
2	100000001000000065
3	1000000019
12	10000000299
3	10000000359
6	10000000526
1	10000000578
3	10000000580
12	100000006
2	10000000612
8	1000000065
1117	109
107	221
2047	299
2	30
1	338
136	43
1	474
24	526
1	539
78	639
11	65
3	74
8	79
